Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Karbonn K9 Smart Grand,Karbonn,K9 Smart Grand,2300,5.2,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3490,$90 ,17-Sep,113.94,4.735671994
Intex Aqua Lions 2,Intex,Aqua Lions 2,2400,5,Yes,240,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,Yes,3890,$80 ,17-Sep,101.28,4.617888958
Itel S41,Itel,S41,2700,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5410,$115 ,17-Sep,145.59,4.980794452
Intex Aqua S1,Intex,Aqua S1,2300,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3299,$75 ,17-Sep,94.95,4.553350437
Intex Cloud C1,Intex,Cloud C1,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2950,$65 ,17-Sep,82.29,4.410249594
Gionee X1s,Gionee,X1s,4000,5.2,Yes,720,1280,4,3000,16,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,5699,$200 ,17-Sep,253.2,5.53417969
Micromax Bharat 4,Micromax,Bharat 4,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3480,$90 ,17-Sep,113.94,4.735671994
Micromax Bharat 3,Micromax,Bharat 3,2000,4.5,Yes,480,854,1,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3290,$80 ,17-Sep,101.28,4.617888958
Panasonic Eluga Ray 700,Panasonic,Eluga Ray 700,5000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$155 ,17-Sep,196.23,5.279287441
Panasonic Eluga Ray 500,Panasonic,Eluga Ray 500,4000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5891,$140 ,17-Sep,177.24,5.177504746
Yu Yureka 2,Yu,reka 2,3930,5.5,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,13999,$185 ,17-Sep,234.21,5.456218149
Intex Aqua 5.5 VR+,Intex,Aqua 5.5 VR+,2800,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4799,$85 ,17-Sep,107.61,4.67851358
InFocus Snap 4,InFocus,Snap 4,3000,5.2,Yes,720,1280,8,4000,64,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,6195,$175 ,17-Sep,221.55,5.400648298
10.or E,10.or,E,4000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$100 ,17-Sep,126.6,4.84103251
Lenovo K8,Lenovo,K8,4000,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7040,$190 ,17-Sep,240.54,5.482886396
Panasonic P9,Panasonic,P9,2210,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6604,$100 ,17-Sep,126.6,4.84103251
Oppo A71,Oppo,A71,3000,5.2,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8490,$200 ,17-Sep,253.2,5.53417969
iVoomi Me 3s,iVoomi,Me 3s,3000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4950,$100 ,17-Sep,126.6,4.84103251
iVoomi Me 3,iVoomi,Me 3,3000,5.2,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,3790,$90 ,17-Sep,113.94,4.735671994
Alcatel A7,Alcatel,A7,4000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,1,No,Yes,8999,$280 ,17-Sep,354.48,5.870651927
Cat S31,Cat,S31,4000,4.7,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,No,No,27990,$330 ,17-Sep,417.78,6.034954978
Cat S41,Cat,S41,5000,5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,44990,$500 ,17-Sep,633,6.450470422
